# sensor:g_force
# Inertial correction: sensor=g_force; operation=add; unit=1; x=0.0; y=0.0; z=0.0
time,gFx,gFy,gFz,gFTotal
80.465,0.569,1.743,-0.237,1.849
80.475,0.581,1.770,-0.241,1.879
80.484,0.594,1.788,-0.244,1.899
80.495,0.596,1.799,-0.244,1.911
80.505,0.595,1.817,-0.254,1.928
80.516,0.597,1.837,-0.265,1.950
80.525,0.604,1.856,-0.268,1.970
80.535,0.614,1.868,-0.272,1.985
80.545,0.621,1.884,-0.271,2.003
80.555,0.619,1.904,-0.278,2.022
80.565,0.626,1.919,-0.278,2.038
80.575,0.632,1.924,-0.278,2.044
80.585,0.636,1.933,-0.275,2.053
80.595,0.630,1.949,-0.276,2.067
80.605,0.632,1.956,-0.272,2.074
80.615,0.635,1.966,-0.269,2.084
80.625,0.651,1.971,-0.268,2.093
80.635,0.652,1.969,-0.274,2.092
80.645,0.643,1.968,-0.276,2.088
80.655,0.644,1.962,-0.277,2.084
80.665,0.646,1.956,-0.279,2.079
80.675,0.641,1.948,-0.279,2.069
80.685,0.633,1.943,-0.276,2.062
80.695,0.631,1.938,-0.273,2.057
80.705,0.635,1.932,-0.264,2.051
80.715,0.627,1.916,-0.266,2.033
80.725,0.613,1.900,-0.266,2.014
80.735,0.627,1.878,-0.266,1.998
80.745,0.607,1.862,-0.264,1.976
80.755,0.598,1.841,-0.258,1.952
80.765,0.574,1.824,-0.251,1.929
80.775,0.577,1.792,-0.243,1.898
80.785,0.561,1.775,-0.235,1.876
80.795,0.566,1.754,-0.226,1.857
80.805,0.563,1.718,-0.217,1.821
80.815,0.554,1.678,-0.215,1.780
80.825,0.545,1.656,-0.208,1.756
80.835,0.532,1.626,-0.199,1.723
80.845,0.512,1.609,-0.184,1.699
80.855,0.512,1.577,-0.163,1.666
80.865,0.493,1.544,-0.164,1.630
80.875,0.484,1.517,-0.174,1.602
80.885,0.481,1.481,-0.182,1.568
80.895,0.475,1.447,-0.167,1.532
80.905,0.466,1.419,-0.156,1.502
80.915,0.452,1.384,-0.149,1.464
80.925,0.442,1.353,-0.143,1.431
80.935,0.428,1.326,-0.136,1.399
80.945,0.417,1.283,-0.140,1.357
80.955,0.406,1.251,-0.139,1.322
80.965,0.398,1.232,-0.136,1.302
80.975,0.397,1.206,-0.129,1.276
80.985,0.385,1.178,-0.122,1.246
80.995,0.372,1.152,-0.109,1.216
81.005,0.364,1.126,-0.100,1.188
81.015,0.358,1.095,-0.143,1.161
81.025,0.362,1.076,-0.138,1.143
81.035,0.349,1.074,-0.121,1.135
81.045,0.346,1.052,-0.125,1.114
81.055,0.346,1.020,-0.086,1.081
81.065,0.330,0.994,-0.078,1.050
81.075,0.327,0.965,-0.080,1.022
81.085,0.322,0.943,-0.079,1.000
81.095,0.312,0.934,-0.063,0.987
81.105,0.303,0.936,-0.050,0.985
81.115,0.299,0.930,-0.050,0.978
81.125,0.284,0.927,-0.045,0.971
81.135,0.289,0.916,-0.043,0.961
81.145,0.296,0.922,-0.051,0.969
81.155,0.308,0.909,-0.040,0.960
81.165,0.304,0.909,-0.041,0.959
81.175,0.297,0.913,-0.043,0.961
81.185,0.299,0.897,-0.028,0.946
81.195,0.287,0.887,-0.027,0.933
81.205,0.285,0.891,-0.029,0.936
81.215,0.290,0.901,-0.021,0.947
81.225,0.291,0.906,-0.023,0.952
81.235,0.298,0.915,-0.021,0.963
81.245,0.304,0.925,-0.020,0.974
81.255,0.312,0.942,-0.021,0.993
81.266,0.318,0.967,-0.021,1.018
81.275,0.321,0.982,-0.018,1.034
81.285,0.329,0.983,-0.015,1.037
81.296,0.333,0.999,-0.024,1.053
81.305,0.340,1.001,-0.034,1.058
81.315,0.344,1.027,-0.041,1.084
81.325,0.359,1.051,-0.031,1.111
81.335,0.368,1.073,-0.016,1.135
81.345,0.375,1.088,-0.005,1.150
81.356,0.357,1.135,-0.025,1.191
81.366,0.362,1.155,-0.020,1.211
81.375,0.365,1.177,-0.008,1.232
81.385,0.378,1.197,-0.005,1.255
81.395,0.396,1.219,-0.021,1.282
81.405,0.415,1.237,-0.033,1.305
81.416,0.424,1.259,-0.027,1.329
81.425,0.428,1.290,-0.020,1.359
81.435,0.439,1.314,-0.025,1.385
81.445,0.446,1.332,-0.027,1.405
81.455,0.441,1.357,-0.026,1.427
81.465,0.447,1.372,-0.029,1.443
81.476,0.455,1.381,-0.037,1.454
81.485,0.458,1.396,-0.046,1.470
81.495,0.468,1.414,-0.046,1.490
81.506,0.476,1.434,-0.040,1.512
81.515,0.483,1.451,-0.035,1.530
81.526,0.485,1.462,-0.037,1.541
81.535,0.482,1.474,-0.040,1.551
81.545,0.473,1.486,-0.032,1.560
81.555,0.472,1.492,-0.024,1.565
81.566,0.479,1.492,-0.029,1.567
81.576,0.479,1.494,-0.042,1.570
81.585,0.483,1.486,-0.043,1.563
81.596,0.491,1.493,-0.048,1.573
81.606,0.497,1.487,-0.055,1.569
81.615,0.502,1.476,-0.044,1.560
81.626,0.497,1.478,-0.051,1.560
81.635,0.493,1.473,-0.050,1.554
81.645,0.484,1.468,-0.051,1.547
81.656,0.475,1.464,-0.054,1.540
81.665,0.469,1.453,-0.048,1.527
81.675,0.457,1.446,-0.045,1.517
81.685,0.451,1.444,-0.046,1.514
81.695,0.457,1.434,-0.046,1.506
81.705,0.463,1.415,-0.043,1.489
81.716,0.465,1.398,-0.047,1.474
81.725,0.468,1.387,-0.060,1.465
81.735,0.463,1.373,-0.063,1.450
81.746,0.449,1.355,-0.058,1.428
81.756,0.433,1.344,-0.050,1.413
81.765,0.425,1.340,-0.046,1.407
81.776,0.428,1.326,-0.041,1.394
81.785,0.432,1.312,-0.036,1.382
81.796,0.427,1.302,-0.044,1.371
81.806,0.418,1.286,-0.054,1.354
81.816,0.402,1.272,-0.059,1.335
81.826,0.396,1.256,-0.061,1.318
81.835,0.405,1.239,-0.055,1.305
81.846,0.407,1.231,-0.056,1.298
81.856,0.411,1.223,-0.051,1.292
81.866,0.412,1.206,-0.041,1.275
81.876,0.397,1.191,-0.034,1.256
81.885,0.381,1.181,-0.037,1.242
81.896,0.380,1.175,-0.041,1.235
81.906,0.384,1.160,-0.035,1.223
81.915,0.376,1.149,-0.037,1.210
81.926,0.359,1.143,-0.042,1.199
81.935,0.354,1.137,-0.042,1.191
81.946,0.354,1.113,-0.040,1.169
81.956,0.349,1.116,-0.043,1.170
81.965,0.357,1.074,-0.041,1.133
81.976,0.351,1.070,-0.033,1.126
81.985,0.358,1.074,-0.031,1.132
81.996,0.355,1.071,-0.029,1.128
82.006,0.350,1.058,-0.026,1.115
82.015,0.344,1.044,-0.028,1.100
82.026,0.336,1.035,-0.035,1.089
82.035,0.332,1.029,-0.033,1.082
82.046,0.327,1.023,-0.025,1.074
82.056,0.324,1.016,-0.021,1.066
82.065,0.323,1.006,-0.019,1.057
82.076,0.321,0.999,-0.019,1.050
82.085,0.317,0.989,-0.024,1.039
82.096,0.315,0.976,-0.022,1.026
82.106,0.314,0.967,-0.025,1.017
82.115,0.305,0.965,-0.026,1.012
82.126,0.308,0.961,-0.020,1.010
82.135,0.315,0.954,-0.017,1.005
82.146,0.313,0.948,-0.021,0.999
82.156,0.314,0.943,-0.019,0.994
82.165,0.311,0.936,-0.021,0.986
82.176,0.307,0.932,-0.019,0.982
82.186,0.308,0.927,-0.010,0.977
82.196,0.303,0.922,-0.014,0.970
82.206,0.297,0.921,-0.017,0.968
82.215,0.287,0.920,-0.012,0.964
82.226,0.282,0.911,-0.006,0.953
82.236,0.281,0.903,-0.005,0.946
82.246,0.284,0.899,-0.013,0.943
82.256,0.288,0.895,-0.012,0.940
82.266,0.291,0.889,-0.011,0.935
82.276,0.287,0.887,-0.010,0.933
82.285,0.288,0.883,-0.013,0.929
82.296,0.284,0.877,-0.017,0.922
82.306,0.285,0.871,-0.009,0.916
82.316,0.287,0.865,-0.007,0.911
82.326,0.285,0.863,-0.012,0.909
82.336,0.286,0.863,-0.013,0.909
82.346,0.287,0.863,-0.012,0.909
82.356,0.287,0.858,-0.005,0.905
82.366,0.286,0.854,-0.003,0.900
82.376,0.276,0.849,-0.005,0.893
82.386,0.266,0.847,-0.003,0.888
82.396,0.262,0.844,-0.009,0.883
82.406,0.263,0.843,-0.010,0.883
82.416,0.265,0.841,0.000,0.882
82.426,0.269,0.839,0.001,0.881
82.436,0.270,0.836,-0.001,0.879
82.446,0.270,0.833,-0.004,0.875
82.456,0.265,0.827,-0.006,0.868
82.466,0.262,0.825,-0.007,0.866
82.476,0.256,0.828,-0.002,0.867
82.486,0.257,0.830,-0.001,0.869
82.496,0.267,0.821,0.004,0.863
82.506,0.269,0.815,0.004,0.858
82.516,0.269,0.815,-0.004,0.858
82.526,0.268,0.809,-0.012,0.853
82.536,0.265,0.806,-0.008,0.848
82.546,0.260,0.809,-0.003,0.850
82.556,0.264,0.806,-0.004,0.848
82.566,0.261,0.806,-0.006,0.847
82.576,0.263,0.807,-0.002,0.848
82.586,0.269,0.806,0.002,0.850
82.596,0.264,0.802,0.000,0.844
82.606,0.259,0.800,-0.004,0.841
82.616,0.253,0.802,-0.001,0.841
82.626,0.249,0.798,-0.001,0.836
82.636,0.247,0.789,-0.003,0.827
82.646,0.250,0.792,-0.000,0.830
82.656,0.245,0.798,0.003,0.835
82.666,0.244,0.800,0.005,0.837
82.676,0.251,0.795,0.010,0.834
82.686,0.257,0.790,0.008,0.831
82.696,0.257,0.789,-0.000,0.830
82.706,0.254,0.786,-0.001,0.826
82.716,0.255,0.783,-0.001,0.823
82.726,0.255,0.781,-0.001,0.821
82.736,0.256,0.778,-0.001,0.819
82.746,0.261,0.775,-0.006,0.818
82.756,0.262,0.774,-0.010,0.818
82.766,0.263,0.774,-0.006,0.817
82.776,0.260,0.770,-0.001,0.813
82.786,0.254,0.770,-0.003,0.811
82.796,0.244,0.771,-0.005,0.809
82.806,0.241,0.768,-0.001,0.805
82.816,0.239,0.765,0.002,0.802
82.826,0.240,0.766,0.001,0.802
82.836,0.238,0.768,0.003,0.804
82.846,0.240,0.768,0.008,0.805
82.856,0.245,0.768,0.008,0.806
82.866,0.248,0.767,0.007,0.806
82.876,0.243,0.766,0.004,0.804
82.886,0.244,0.764,0.003,0.802
82.896,0.247,0.757,0.002,0.797
82.906,0.247,0.752,-0.002,0.792
82.916,0.248,0.754,-0.000,0.793
82.926,0.250,0.752,-0.000,0.793
82.936,0.252,0.751,-0.003,0.792
82.946,0.249,0.752,0.001,0.792
82.957,0.242,0.755,0.005,0.793
82.966,0.234,0.760,0.008,0.795
82.976,0.234,0.760,0.014,0.795
82.986,0.237,0.757,0.018,0.794
82.996,0.240,0.756,0.013,0.794
83.006,0.239,0.751,0.008,0.789
83.016,0.241,0.747,0.002,0.785
83.026,0.249,0.743,-0.009,0.784
83.036,0.251,0.743,-0.016,0.784
83.047,0.249,0.742,-0.023,0.783
83.056,0.246,0.736,-0.021,0.776
83.066,0.244,0.732,-0.017,0.772
83.076,0.240,0.733,-0.013,0.772
83.086,0.238,0.737,-0.008,0.774
83.096,0.239,0.739,0.002,0.777
83.107,0.238,0.739,0.007,0.776
83.116,0.238,0.737,0.009,0.774
83.126,0.239,0.737,0.008,0.775
83.136,0.237,0.738,0.001,0.775
83.146,0.237,0.732,-0.011,0.770
83.156,0.239,0.730,-0.020,0.769
83.167,0.239,0.732,-0.020,0.771
83.176,0.236,0.730,-0.023,0.767
83.186,0.235,0.726,-0.026,0.764
83.197,0.237,0.724,-0.032,0.762
83.206,0.241,0.725,-0.026,0.765
83.216,0.243,0.724,-0.012,0.763
83.227,0.235,0.722,-0.008,0.759
83.236,0.230,0.724,-0.017,0.760
83.246,0.233,0.729,-0.019,0.765
83.256,0.233,0.731,-0.013,0.767
83.266,0.230,0.725,-0.008,0.760
83.276,0.222,0.714,-0.012,0.747
83.286,0.220,0.707,-0.018,0.741
83.296,0.224,0.704,-0.017,0.739
83.306,0.229,0.703,-0.013,0.740
83.316,0.236,0.705,-0.013,0.744
83.326,0.241,0.708,-0.011,0.748
83.336,0.240,0.711,-0.005,0.750
83.347,0.233,0.716,0.000,0.753
83.356,0.233,0.716,0.001,0.753
83.366,0.232,0.710,0.000,0.746
83.376,0.226,0.705,-0.007,0.740
83.386,0.224,0.702,-0.014,0.737
83.396,0.227,0.699,-0.015,0.735
83.407,0.225,0.695,-0.015,0.731
83.416,0.229,0.693,-0.014,0.730
83.427,0.229,0.696,-0.012,0.733
83.436,0.227,0.692,-0.016,0.728
83.447,0.228,0.688,-0.019,0.725
83.457,0.228,0.689,-0.019,0.726
83.466,0.219,0.697,-0.016,0.730
83.477,0.220,0.693,-0.007,0.727
83.486,0.219,0.694,-0.009,0.728
83.497,0.217,0.694,-0.012,0.727
83.507,0.220,0.687,-0.013,0.721
83.516,0.225,0.691,-0.016,0.726
83.527,0.234,0.688,-0.017,0.726
83.536,0.236,0.681,-0.017,0.721
83.546,0.237,0.679,-0.018,0.719
83.557,0.229,0.680,-0.020,0.717
83.566,0.224,0.682,-0.019,0.718
83.577,0.224,0.683,-0.012,0.719
83.586,0.223,0.683,-0.009,0.718
83.597,0.221,0.684,-0.011,0.719
83.607,0.225,0.682,-0.014,0.718
83.616,0.227,0.681,-0.018,0.718
83.627,0.225,0.680,-0.017,0.717
83.636,0.226,0.678,-0.014,0.714
83.647,0.223,0.679,-0.014,0.714
83.657,0.221,0.676,-0.013,0.712
83.666,0.219,0.674,-0.012,0.709
83.677,0.219,0.676,-0.011,0.710
83.686,0.222,0.677,-0.012,0.713
83.697,0.224,0.677,-0.012,0.713
83.707,0.226,0.675,-0.015,0.712
83.716,0.226,0.673,-0.018,0.711
83.727,0.225,0.670,-0.018,0.707
83.736,0.221,0.671,-0.020,0.706
83.747,0.219,0.674,-0.021,0.709
83.757,0.218,0.675,-0.015,0.709
83.766,0.217,0.676,-0.009,0.710
83.777,0.218,0.679,-0.008,0.714
83.787,0.220,0.680,-0.007,0.715
83.797,0.223,0.679,-0.008,0.715
83.807,0.224,0.674,-0.009,0.711
83.817,0.229,0.670,-0.012,0.708
83.827,0.230,0.670,-0.020,0.709
83.837,0.227,0.671,-0.023,0.708
83.847,0.228,0.670,-0.019,0.709
83.857,0.227,0.670,-0.020,0.708
83.867,0.225,0.669,-0.021,0.706
83.877,0.215,0.669,-0.021,0.703
83.887,0.211,0.674,-0.014,0.706
83.897,0.210,0.679,-0.007,0.711
83.907,0.214,0.679,-0.004,0.712
83.917,0.220,0.677,-0.008,0.713
83.927,0.224,0.679,-0.012,0.715
83.937,0.229,0.675,-0.016,0.713
83.947,0.226,0.672,-0.019,0.709
83.957,0.221,0.672,-0.020,0.708
83.967,0.220,0.673,-0.019,0.708
83.977,0.217,0.675,-0.018,0.710
83.986,0.219,0.679,-0.017,0.713
83.997,0.219,0.682,-0.016,0.717
84.007,0.218,0.682,-0.017,0.717
84.017,0.216,0.683,-0.016,0.716
84.027,0.218,0.684,-0.013,0.718
84.037,0.221,0.685,-0.009,0.720
84.047,0.224,0.688,-0.013,0.723
84.057,0.223,0.692,-0.015,0.727
84.067,0.227,0.694,-0.016,0.730
84.077,0.229,0.694,-0.019,0.731
84.087,0.229,0.695,-0.020,0.732
84.097,0.230,0.698,-0.023,0.735
84.107,0.228,0.697,-0.022,0.733
84.117,0.229,0.697,-0.021,0.734
84.127,0.228,0.700,-0.017,0.736
84.137,0.228,0.705,-0.014,0.741
84.147,0.227,0.705,-0.014,0.741
84.157,0.226,0.706,-0.017,0.742
84.167,0.226,0.710,-0.015,0.745
84.177,0.230,0.712,-0.013,0.748
84.187,0.235,0.710,-0.018,0.748
84.197,0.239,0.712,-0.020,0.751
84.207,0.241,0.715,-0.019,0.755
84.217,0.240,0.717,-0.018,0.756
84.227,0.238,0.717,-0.020,0.755
84.237,0.234,0.717,-0.019,0.755
84.247,0.233,0.720,-0.017,0.757
84.257,0.235,0.724,-0.018,0.762
84.267,0.239,0.727,-0.022,0.766
84.277,0.242,0.731,-0.022,0.770
84.287,0.246,0.733,-0.021,0.774
84.297,0.246,0.734,-0.023,0.775
84.307,0.244,0.733,-0.026,0.773
84.317,0.239,0.733,-0.026,0.772
84.327,0.237,0.736,-0.020,0.773
84.337,0.238,0.740,-0.015,0.777
84.347,0.242,0.738,-0.012,0.777
84.357,0.242,0.740,-0.012,0.779
84.367,0.242,0.741,-0.015,0.780
84.377,0.243,0.742,-0.016,0.781
84.387,0.243,0.744,-0.020,0.783
84.397,0.244,0.743,-0.023,0.782
84.407,0.246,0.744,-0.024,0.784
84.417,0.245,0.748,-0.021,0.787
84.427,0.247,0.749,-0.019,0.789
84.437,0.247,0.749,-0.017,0.788
84.447,0.246,0.747,-0.019,0.787
84.457,0.250,0.751,-0.024,0.792
84.467,0.250,0.752,-0.023,0.793
84.477,0.249,0.752,-0.022,0.793
84.487,0.246,0.753,-0.021,0.792
84.497,0.244,0.751,-0.018,0.790
84.507,0.244,0.752,-0.016,0.791
84.517,0.246,0.749,-0.022,0.788
84.527,0.246,0.746,-0.025,0.786
84.537,0.242,0.748,-0.025,0.786
84.547,0.241,0.748,-0.023,0.786
84.557,0.243,0.748,-0.018,0.787
84.567,0.243,0.750,-0.010,0.789
84.577,0.243,0.750,-0.011,0.788
84.587,0.241,0.751,-0.013,0.789
84.597,0.239,0.750,-0.014,0.787
84.607,0.240,0.748,-0.017,0.786
84.617,0.239,0.747,-0.017,0.784
84.627,0.237,0.746,-0.016,0.783
84.638,0.240,0.743,-0.017,0.781
84.648,0.241,0.741,-0.014,0.779
84.657,0.239,0.738,-0.014,0.776
84.667,0.237,0.738,-0.016,0.776
84.678,0.238,0.737,-0.013,0.775
84.687,0.238,0.733,-0.012,0.770
84.697,0.233,0.730,-0.015,0.766
84.708,0.233,0.734,-0.016,0.770
84.717,0.236,0.720,-0.011,0.758
84.727,0.232,0.722,-0.013,0.758
84.738,0.232,0.719,-0.017,0.756
84.747,0.231,0.718,-0.013,0.754
84.757,0.227,0.718,-0.008,0.753
84.767,0.229,0.715,-0.009,0.750
84.777,0.228,0.711,-0.008,0.747
84.787,0.227,0.707,-0.005,0.743
84.798,0.229,0.704,-0.013,0.741
84.807,0.222,0.701,-0.013,0.735
84.817,0.226,0.698,-0.009,0.734
84.828,0.225,0.691,-0.013,0.727
84.837,0.225,0.689,-0.013,0.725
84.847,0.223,0.688,-0.014,0.724
84.858,0.224,0.686,-0.019,0.721
84.867,0.224,0.684,-0.007,0.720
84.877,0.218,0.680,-0.009,0.714
84.887,0.218,0.679,-0.020,0.714
84.897,0.222,0.677,-0.006,0.712
84.907,0.214,0.669,-0.011,0.703
84.917,0.214,0.666,-0.012,0.699
84.927,0.212,0.664,-0.015,0.698
84.937,0.212,0.665,-0.005,0.698
84.947,0.213,0.661,-0.006,0.694
84.957,0.212,0.657,-0.017,0.691
84.967,0.209,0.654,-0.012,0.687
84.978,0.211,0.649,-0.007,0.683
84.987,0.207,0.643,-0.014,0.676
84.997,0.211,0.643,-0.008,0.677
85.007,0.211,0.640,-0.008,0.674
85.017,0.212,0.637,-0.011,0.672
85.027,0.211,0.633,-0.015,0.668
85.037,0.209,0.630,-0.013,0.664
85.048,0.207,0.627,-0.014,0.660
85.057,0.203,0.622,-0.007,0.654
85.067,0.198,0.621,-0.010,0.652
85.078,0.197,0.622,-0.014,0.652
85.088,0.199,0.619,-0.008,0.651
85.098,0.196,0.620,-0.007,0.650
85.108,0.197,0.618,-0.011,0.649
85.117,0.196,0.615,-0.008,0.646
85.128,0.198,0.611,-0.009,0.643
85.138,0.197,0.609,-0.012,0.640
85.148,0.199,0.605,-0.016,0.637
85.158,0.201,0.602,-0.018,0.635
85.167,0.197,0.603,-0.012,0.634
85.178,0.196,0.599,-0.012,0.631
85.188,0.195,0.598,-0.010,0.629
85.198,0.193,0.596,-0.011,0.626
85.208,0.193,0.593,-0.011,0.624
85.217,0.193,0.592,-0.011,0.623
85.228,0.191,0.589,-0.016,0.619
85.238,0.188,0.586,-0.007,0.616
85.248,0.187,0.584,-0.016,0.614
85.258,0.187,0.585,-0.019,0.614
85.267,0.185,0.584,-0.008,0.612
85.278,0.187,0.587,-0.016,0.616
85.288,0.185,0.588,-0.006,0.616
85.298,0.183,0.583,-0.009,0.612
85.308,0.183,0.584,-0.009,0.612
85.317,0.180,0.581,-0.009,0.608
85.328,0.184,0.578,-0.009,0.606
85.338,0.181,0.577,-0.004,0.605
85.348,0.180,0.576,-0.007,0.604
85.358,0.183,0.574,-0.017,0.603
85.367,0.183,0.576,-0.009,0.604
85.378,0.181,0.573,-0.014,0.601
85.388,0.185,0.573,-0.005,0.602
85.398,0.183,0.574,-0.008,0.603
85.408,0.181,0.574,-0.021,0.602
85.417,0.180,0.574,-0.011,0.601
85.428,0.178,0.572,-0.018,0.600
85.438,0.184,0.571,-0.008,0.599
85.448,0.183,0.570,-0.012,0.599
85.458,0.184,0.567,-0.016,0.596
85.467,0.186,0.566,-0.017,0.596
85.478,0.183,0.567,-0.022,0.596
85.488,0.185,0.569,-0.005,0.598
85.498,0.182,0.567,-0.017,0.596
85.508,0.179,0.568,-0.020,0.596
85.517,0.184,0.569,-0.015,0.598
85.528,0.181,0.571,-0.018,0.599
85.538,0.181,0.571,-0.019,0.600
85.547,0.182,0.575,-0.008,0.603
85.558,0.184,0.575,-0.021,0.604
85.567,0.185,0.576,-0.022,0.606
85.578,0.182,0.581,-0.012,0.609
85.588,0.181,0.580,-0.021,0.608
85.598,0.184,0.581,-0.019,0.610
85.608,0.189,0.578,-0.019,0.608
85.618,0.184,0.580,-0.020,0.609
85.628,0.188,0.582,-0.019,0.612
85.638,0.191,0.584,-0.020,0.615
85.648,0.192,0.588,-0.026,0.619
85.658,0.189,0.588,-0.021,0.618
85.667,0.188,0.592,-0.016,0.621
85.678,0.185,0.596,-0.026,0.625
85.688,0.187,0.605,-0.022,0.633
85.697,0.188,0.606,-0.021,0.634
85.708,0.189,0.606,-0.012,0.635
85.717,0.193,0.610,-0.027,0.640
85.728,0.195,0.611,-0.026,0.642
85.738,0.196,0.613,-0.021,0.644
85.748,0.192,0.619,-0.026,0.648
85.758,0.198,0.624,-0.031,0.655
85.768,0.200,0.626,-0.020,0.657
85.778,0.197,0.634,-0.026,0.664
85.788,0.199,0.641,-0.024,0.672
85.798,0.199,0.645,-0.029,0.675
85.808,0.201,0.650,-0.028,0.681
85.818,0.208,0.659,-0.031,0.691
85.828,0.212,0.662,-0.038,0.696
85.838,0.219,0.668,-0.036,0.704
85.848,0.211,0.677,-0.037,0.710
85.858,0.220,0.688,-0.035,0.723
85.868,0.220,0.691,-0.042,0.726
85.878,0.216,0.698,-0.031,0.732
85.888,0.216,0.711,-0.032,0.743
85.898,0.225,0.717,-0.037,0.752
85.908,0.228,0.726,-0.034,0.762
85.918,0.228,0.740,-0.040,0.775
85.928,0.235,0.750,-0.036,0.787
85.938,0.241,0.757,-0.048,0.796
85.948,0.243,0.770,-0.045,0.808
85.958,0.241,0.786,-0.047,0.823
85.968,0.248,0.800,-0.048,0.839
85.978,0.252,0.812,-0.033,0.850
85.988,0.253,0.829,-0.055,0.869
85.998,0.258,0.848,-0.062,0.888
86.008,0.266,0.861,-0.037,0.902
86.018,0.272,0.877,-0.050,0.920
86.028,0.277,0.892,-0.070,0.936
86.038,0.292,0.908,-0.054,0.956
86.048,0.292,0.926,-0.053,0.973
86.058,0.294,0.947,-0.075,0.994
86.068,0.304,0.965,-0.055,1.013
86.078,0.306,0.979,-0.051,1.027
86.088,0.313,1.003,-0.066,1.053
86.098,0.320,1.026,-0.065,1.077
86.108,0.334,1.041,-0.058,1.095
86.118,0.342,1.079,-0.080,1.135
86.128,0.349,1.104,-0.085,1.161
86.138,0.361,1.124,-0.069,1.183
86.148,0.367,1.159,-0.082,1.218
86.158,0.386,1.198,-0.080,1.261
86.168,0.396,1.230,-0.066,1.294
86.178,0.391,1.262,-0.074,1.323
86.188,0.402,1.293,-0.085,1.356
86.198,0.426,1.321,-0.096,1.391
86.208,0.432,1.355,-0.093,1.426
86.218,0.442,1.391,-0.082,1.462
86.228,0.453,1.423,-0.087,1.495
86.238,0.461,1.453,-0.095,1.528
86.248,0.470,1.494,-0.105,1.570
86.258,0.491,1.533,-0.089,1.612
86.268,0.506,1.572,-0.096,1.654
86.278,0.523,1.620,-0.111,1.706
86.288,0.550,1.669,-0.128,1.762
86.298,0.559,1.724,-0.126,1.816
86.308,0.580,1.764,-0.106,1.860
86.318,0.596,1.804,-0.103,1.902
86.328,0.597,1.846,-0.109,1.944
86.338,0.610,1.880,-0.104,1.979
86.348,0.622,1.912,-0.103,2.013
86.358,0.631,1.958,-0.110,2.060
86.368,0.652,1.999,-0.115,2.106
86.379,0.676,2.028,-0.114,2.141
86.389,0.684,2.057,-0.113,2.171
86.399,0.691,2.084,-0.115,2.198
86.409,0.701,2.094,-0.105,2.210
86.418,0.702,2.103,-0.098,2.219
86.429,0.699,2.129,-0.099,2.244
86.439,0.701,2.133,-0.100,2.247
86.449,0.701,2.129,-0.104,2.243
86.459,0.689,2.137,-0.110,2.248
86.468,0.702,2.129,-0.110,2.244
86.479,0.695,2.109,-0.108,2.223
86.489,0.684,2.091,-0.102,2.202
86.499,0.683,2.066,-0.103,2.179
86.509,0.678,2.036,-0.099,2.148
86.518,0.667,2.013,-0.090,2.123
86.529,0.660,1.975,-0.073,2.084
86.539,0.651,1.938,-0.078,2.046
86.548,0.631,1.908,-0.078,2.011
86.559,0.624,1.872,-0.064,1.974
86.568,0.610,1.826,-0.064,1.927
86.578,0.582,1.791,-0.072,1.884
86.589,0.570,1.755,-0.063,1.847
86.598,0.571,1.700,-0.054,1.794
86.608,0.555,1.654,-0.055,1.746
86.619,0.535,1.622,-0.054,1.709
86.628,0.521,1.583,-0.053,1.667
86.639,0.515,1.545,-0.055,1.630
86.649,0.497,1.516,-0.053,1.596
86.658,0.484,1.491,-0.050,1.568
86.668,0.479,1.462,-0.041,1.539
86.679,0.473,1.443,-0.037,1.519
86.688,0.463,1.430,-0.043,1.504
86.699,0.466,1.398,-0.040,1.474
86.709,0.459,1.365,-0.044,1.441
86.718,0.433,1.359,-0.051,1.427
86.729,0.432,1.349,-0.049,1.417
86.739,0.433,1.337,-0.043,1.406
86.749,0.427,1.333,-0.048,1.401
86.759,0.427,1.343,-0.056,1.410
86.768,0.429,1.342,-0.049,1.409
86.779,0.430,1.324,-0.059,1.393
86.789,0.417,1.333,-0.071,1.398
86.799,0.420,1.341,-0.074,1.407
86.809,0.426,1.346,-0.087,1.414
86.818,0.435,1.362,-0.073,1.431
86.829,0.438,1.384,-0.072,1.453
86.839,0.444,1.407,-0.085,1.477
86.849,0.453,1.419,-0.081,1.492
86.858,0.459,1.432,-0.100,1.507
86.868,0.466,1.452,-0.117,1.529
86.879,0.469,1.477,-0.139,1.556
86.889,0.478,1.501,-0.135,1.581
86.899,0.480,1.527,-0.134,1.606
86.909,0.486,1.569,-0.143,1.648
86.918,0.498,1.596,-0.153,1.679
86.929,0.529,1.623,-0.142,1.713
86.939,0.533,1.665,-0.148,1.755
86.949,0.538,1.709,-0.168,1.800
86.959,0.561,1.753,-0.183,1.850
86.968,0.574,1.784,-0.197,1.884
86.979,0.580,1.822,-0.220,1.925
86.989,0.584,1.867,-0.235,1.970
86.999,0.596,1.908,-0.241,2.014
87.009,0.616,1.961,-0.250,2.071
87.019,0.637,2.012,-0.252,2.126
87.029,0.653,2.063,-0.258,2.179
87.039,0.666,2.112,-0.273,2.231
87.049,0.687,2.164,-0.276,2.287
87.059,0.704,2.222,-0.284,2.348
87.069,0.723,2.274,-0.297,2.404
87.079,0.736,2.319,-0.310,2.452
87.089,0.757,2.362,-0.321,2.501
87.099,0.763,2.416,-0.331,2.555
