# sensor:g_force
# Inertial correction: sensor=g_force; operation=add; unit=1; x=0.0; y=0.0; z=0.0
time,gFx,gFy,gFz,gFTotal
140.372,0.081,0.264,-0.019,0.277
140.382,0.073,0.270,-0.024,0.281
140.392,0.071,0.274,-0.016,0.283
140.402,0.067,0.273,-0.013,0.281
140.412,0.061,0.268,-0.009,0.275
140.422,0.058,0.273,-0.008,0.279
140.432,0.057,0.274,-0.012,0.280
140.442,0.068,0.277,-0.009,0.285
140.452,0.074,0.288,-0.013,0.298
140.461,0.077,0.290,-0.006,0.300
140.472,0.078,0.293,-0.005,0.303
140.482,0.074,0.297,-0.006,0.307
140.492,0.081,0.294,0.001,0.305
140.502,0.082,0.294,-0.002,0.305
140.512,0.074,0.300,-0.006,0.309
140.522,0.077,0.300,-0.003,0.310
140.532,0.082,0.300,0.000,0.311
140.542,0.082,0.300,-0.001,0.311
140.552,0.077,0.301,0.006,0.311
140.561,0.078,0.302,0.008,0.312
140.572,0.078,0.306,0.002,0.316
140.581,0.077,0.306,-0.000,0.316
140.592,0.085,0.307,0.006,0.319
140.602,0.080,0.318,0.000,0.328
140.611,0.082,0.323,0.001,0.333
140.622,0.088,0.326,-0.001,0.337
140.632,0.080,0.332,-0.001,0.342
140.642,0.084,0.333,0.004,0.344
140.652,0.086,0.338,0.001,0.349
140.661,0.084,0.344,-0.004,0.354
140.672,0.090,0.351,-0.005,0.363
140.682,0.099,0.356,-0.002,0.369
140.692,0.101,0.362,-0.001,0.376
140.702,0.100,0.370,0.004,0.383
140.711,0.101,0.369,0.007,0.383
140.722,0.097,0.373,0.003,0.386
140.732,0.095,0.384,0.002,0.395
140.742,0.099,0.391,0.001,0.404
140.752,0.100,0.393,0.001,0.405
140.762,0.100,0.397,0.007,0.409
140.772,0.100,0.399,0.002,0.412
140.782,0.101,0.408,0.005,0.420
140.792,0.104,0.416,0.003,0.429
140.802,0.110,0.420,0.003,0.434
140.812,0.114,0.426,0.011,0.441
140.822,0.114,0.432,0.010,0.447
140.832,0.119,0.434,-0.001,0.450
140.842,0.114,0.444,0.001,0.458
140.852,0.120,0.454,0.002,0.469
140.862,0.126,0.458,-0.002,0.475
140.872,0.126,0.468,0.002,0.484
140.882,0.121,0.482,0.012,0.497
140.892,0.120,0.491,0.012,0.505
140.902,0.125,0.499,0.014,0.515
140.912,0.128,0.503,0.012,0.519
140.922,0.131,0.511,0.014,0.527
140.932,0.135,0.517,0.009,0.535
140.942,0.134,0.522,0.001,0.539
140.952,0.130,0.532,0.003,0.548
140.962,0.129,0.541,0.011,0.556
140.972,0.136,0.546,0.016,0.563
140.982,0.147,0.556,0.009,0.575
140.992,0.159,0.566,-0.005,0.588
141.002,0.164,0.569,-0.013,0.593
141.012,0.166,0.577,-0.013,0.600
141.022,0.157,0.589,-0.015,0.610
141.032,0.156,0.599,-0.007,0.619
141.042,0.163,0.609,-0.010,0.630
141.052,0.166,0.616,-0.013,0.639
141.062,0.168,0.626,-0.009,0.648
141.072,0.175,0.634,-0.012,0.658
141.082,0.172,0.644,-0.014,0.667
141.092,0.169,0.657,0.001,0.679
141.102,0.166,0.669,0.003,0.689
141.112,0.165,0.680,0.004,0.700
141.122,0.168,0.693,0.003,0.713
141.132,0.185,0.699,0.002,0.722
141.142,0.187,0.708,-0.006,0.733
141.152,0.189,0.722,-0.011,0.746
141.162,0.189,0.732,-0.014,0.756
141.172,0.185,0.741,-0.006,0.764
141.182,0.190,0.754,-0.004,0.777
141.193,0.193,0.768,-0.008,0.792
141.202,0.195,0.783,-0.003,0.807
141.212,0.201,0.792,-0.007,0.818
141.222,0.206,0.802,0.000,0.828
141.232,0.210,0.813,-0.005,0.839
141.243,0.217,0.819,-0.006,0.847
141.252,0.219,0.831,-0.006,0.860
141.262,0.220,0.847,-0.015,0.875
141.272,0.220,0.857,0.000,0.885
141.282,0.220,0.872,0.006,0.899
141.293,0.219,0.885,-0.002,0.911
141.302,0.229,0.896,-0.004,0.925
141.312,0.234,0.907,-0.008,0.936
141.322,0.237,0.918,-0.014,0.948
141.332,0.235,0.929,-0.021,0.959
141.343,0.246,0.944,-0.014,0.976
141.352,0.253,0.964,-0.016,0.997
141.362,0.255,0.974,-0.031,1.007
141.372,0.260,0.986,-0.029,1.020
141.382,0.254,0.998,-0.029,1.030
141.393,0.266,1.007,-0.024,1.042
141.402,0.268,1.020,-0.030,1.055
141.412,0.265,1.033,-0.031,1.067
141.422,0.270,1.047,-0.028,1.082
141.432,0.283,1.056,-0.028,1.094
141.443,0.292,1.064,-0.045,1.104
141.452,0.290,1.079,-0.039,1.118
141.462,0.289,1.099,-0.034,1.137
141.473,0.293,1.113,-0.032,1.152
141.482,0.295,1.124,-0.030,1.162
141.493,0.292,1.139,-0.028,1.176
141.503,0.293,1.150,-0.037,1.188
141.512,0.300,1.160,-0.033,1.199
141.522,0.309,1.176,-0.034,1.217
141.533,0.321,1.196,-0.033,1.239
141.543,0.321,1.205,-0.035,1.247
141.552,0.324,1.215,-0.031,1.258
141.562,0.327,1.227,-0.033,1.270
141.572,0.332,1.240,-0.039,1.284
141.582,0.331,1.253,-0.034,1.296
141.593,0.336,1.269,-0.030,1.313
141.602,0.338,1.288,-0.031,1.332
141.612,0.337,1.302,-0.019,1.345
141.623,0.337,1.318,-0.020,1.361
141.632,0.346,1.329,-0.021,1.374
141.643,0.347,1.334,-0.025,1.378
141.653,0.344,1.344,-0.030,1.387
141.662,0.346,1.355,-0.036,1.399
141.673,0.353,1.368,-0.032,1.414
141.683,0.362,1.383,-0.034,1.430
141.693,0.365,1.402,-0.026,1.449
141.703,0.379,1.430,-0.016,1.480
141.712,0.400,1.444,-0.004,1.499
141.722,0.404,1.453,-0.011,1.508
141.733,0.392,1.458,-0.032,1.510
141.743,0.377,1.460,-0.046,1.509
141.753,0.383,1.472,-0.041,1.522
141.763,0.390,1.499,-0.036,1.549
141.773,0.401,1.517,-0.029,1.569
141.783,0.416,1.524,-0.020,1.580
141.793,0.410,1.537,-0.028,1.591
141.803,0.415,1.550,-0.033,1.605
141.812,0.424,1.562,-0.035,1.619
141.823,0.422,1.573,-0.053,1.630
141.833,0.423,1.576,-0.049,1.633
141.843,0.427,1.570,-0.058,1.629
141.853,0.433,1.604,-0.059,1.662
141.863,0.444,1.645,-0.023,1.704
141.873,0.457,1.665,0.003,1.726
141.883,0.442,1.672,0.003,1.730
141.893,0.433,1.673,-0.006,1.728
141.903,0.435,1.679,-0.029,1.734
141.913,0.444,1.700,-0.030,1.757
141.923,0.465,1.714,-0.026,1.776
141.933,0.471,1.733,-0.010,1.796
141.943,0.467,1.756,-0.002,1.817
141.953,0.468,1.771,0.002,1.832
141.962,0.476,1.779,0.015,1.842
141.973,0.483,1.798,-0.002,1.862
141.983,0.487,1.810,-0.013,1.875
141.993,0.500,1.805,-0.002,1.873
142.003,0.491,1.802,-0.030,1.868
142.013,0.483,1.808,-0.045,1.872
142.023,0.486,1.819,-0.044,1.884
142.033,0.489,1.836,-0.039,1.900
142.043,0.481,1.856,-0.035,1.917
142.053,0.488,1.875,-0.026,1.938
142.062,0.498,1.892,-0.013,1.957
142.073,0.508,1.915,-0.008,1.981
142.083,0.522,1.928,0.001,1.997
142.093,0.545,1.943,0.015,2.018
142.103,0.548,1.951,0.003,2.026
142.112,0.537,1.951,-0.007,2.024
142.123,0.537,1.959,-0.007,2.031
142.133,0.532,1.964,-0.011,2.035
142.143,0.526,1.976,-0.009,2.045
142.153,0.529,1.986,-0.009,2.055
142.163,0.517,1.997,-0.014,2.063
142.173,0.524,2.006,0.006,2.073
142.183,0.545,2.016,0.005,2.088
142.194,0.553,2.030,0.005,2.104
142.203,0.555,2.031,0.006,2.106
142.213,0.556,2.033,0.003,2.108
142.223,0.553,2.037,-0.008,2.111
142.233,0.559,2.036,-0.011,2.112
142.243,0.556,2.042,-0.010,2.117
142.253,0.546,2.053,-0.019,2.124
142.263,0.545,2.055,-0.003,2.127
142.273,0.547,2.062,0.004,2.133
142.283,0.548,2.078,-0.004,2.149
142.293,0.567,2.085,0.005,2.161
142.303,0.579,2.084,0.003,2.163
142.313,0.571,2.082,-0.006,2.159
142.323,0.571,2.072,-0.015,2.150
142.333,0.569,2.068,-0.018,2.145
142.343,0.554,2.067,-0.032,2.140
142.353,0.554,2.063,-0.029,2.136
142.363,0.555,2.064,-0.031,2.138
142.373,0.553,2.063,-0.029,2.136
142.383,0.554,2.068,-0.032,2.141
142.393,0.553,2.080,-0.029,2.152
142.403,0.569,2.073,-0.018,2.150
142.413,0.577,2.084,-0.022,2.163
142.423,0.575,2.092,-0.032,2.170
142.433,0.585,2.079,-0.033,2.160
142.443,0.570,2.077,-0.042,2.154
142.453,0.561,2.064,-0.052,2.139
142.463,0.550,2.058,-0.057,2.131
142.473,0.538,2.059,-0.062,2.129
142.483,0.545,2.070,-0.051,2.141
142.493,0.552,2.078,-0.035,2.150
142.503,0.562,2.082,-0.031,2.157
142.513,0.554,2.094,-0.034,2.167
142.523,0.565,2.084,-0.030,2.160
142.533,0.568,2.090,-0.037,2.166
142.543,0.566,2.089,-0.046,2.165
142.553,0.571,2.072,-0.049,2.150
142.563,0.557,2.070,-0.066,2.144
142.573,0.554,2.068,-0.079,2.142
142.583,0.551,2.072,-0.076,2.145
142.593,0.562,2.069,-0.073,2.145
142.603,0.559,2.090,-0.076,2.165
142.613,0.556,2.099,-0.060,2.173
142.624,0.563,2.093,-0.048,2.168
142.633,0.550,2.108,-0.059,2.180
142.643,0.557,2.103,-0.058,2.176
142.654,0.564,2.099,-0.068,2.174
142.664,0.567,2.105,-0.088,2.182
142.674,0.573,2.102,-0.091,2.181
142.684,0.568,2.095,-0.092,2.173
142.694,0.556,2.099,-0.092,2.173
142.704,0.549,2.121,-0.092,2.193
142.713,0.566,2.123,-0.083,2.199
142.724,0.581,2.131,-0.070,2.210
142.734,0.572,2.155,-0.071,2.231
142.744,0.581,2.153,-0.059,2.230
142.754,0.580,2.145,-0.064,2.223
142.763,0.570,2.146,-0.086,2.222
142.774,0.567,2.149,-0.092,2.225
142.783,0.572,2.154,-0.088,2.230
142.794,0.569,2.153,-0.091,2.229
142.804,0.557,2.164,-0.100,2.236
142.813,0.562,2.158,-0.092,2.231
142.824,0.574,2.154,-0.086,2.231
142.834,0.572,2.166,-0.096,2.243
142.843,0.585,2.161,-0.089,2.240
142.854,0.584,2.164,-0.109,2.244
142.863,0.577,2.166,-0.129,2.246
142.874,0.586,2.148,-0.121,2.229
142.884,0.570,2.160,-0.131,2.238
142.894,0.571,2.168,-0.137,2.246
142.904,0.578,2.158,-0.136,2.238
142.913,0.567,2.170,-0.131,2.247
142.924,0.580,2.175,-0.111,2.253
142.934,0.583,2.180,-0.115,2.259
142.944,0.588,2.178,-0.120,2.260
142.954,0.588,2.182,-0.124,2.264
142.963,0.576,2.180,-0.127,2.258
142.974,0.577,2.172,-0.129,2.251
142.984,0.578,2.172,-0.131,2.251
142.994,0.580,2.163,-0.132,2.243
143.004,0.576,2.154,-0.135,2.234
143.013,0.575,2.144,-0.139,2.224
143.024,0.561,2.137,-0.148,2.214
143.034,0.548,2.130,-0.149,2.205
143.044,0.558,2.126,-0.163,2.204
143.054,0.574,2.117,-0.186,2.201
143.063,0.571,2.091,-0.202,2.177
143.074,0.552,2.074,-0.198,2.155
143.084,0.551,2.099,-0.178,2.177
143.093,0.568,2.122,-0.147,2.202
143.104,0.571,2.136,-0.117,2.215
143.114,0.558,2.130,-0.101,2.204
143.124,0.559,2.116,-0.104,2.191
143.134,0.549,2.084,-0.124,2.159
143.143,0.548,2.039,-0.140,2.116
143.154,0.545,2.029,-0.159,2.107
143.163,0.551,2.038,-0.161,2.117
143.174,0.560,2.039,-0.141,2.119
143.184,0.549,2.038,-0.125,2.114
143.194,0.538,2.037,-0.116,2.111
143.204,0.535,2.029,-0.108,2.101
143.213,0.530,2.020,-0.114,2.091
143.224,0.537,2.010,-0.121,2.084
143.234,0.534,1.995,-0.128,2.069
143.244,0.532,1.970,-0.130,2.044
143.253,0.520,1.952,-0.127,2.024
143.263,0.508,1.949,-0.131,2.019
143.274,0.514,1.942,-0.124,2.012
143.284,0.524,1.923,-0.116,1.997
143.293,0.520,1.909,-0.110,1.981
143.304,0.512,1.905,-0.106,1.976
143.313,0.503,1.897,-0.104,1.965
143.323,0.499,1.881,-0.094,1.948
143.334,0.502,1.868,-0.093,1.936
143.343,0.497,1.857,-0.094,1.924
143.354,0.491,1.849,-0.082,1.915
143.363,0.485,1.837,-0.070,1.901
143.374,0.481,1.814,-0.082,1.879
143.384,0.478,1.790,-0.093,1.855
143.393,0.475,1.780,-0.095,1.845
143.403,0.483,1.774,-0.083,1.841
143.413,0.485,1.767,-0.073,1.834
143.424,0.469,1.759,-0.065,1.822
143.434,0.464,1.741,-0.056,1.802
143.443,0.461,1.729,-0.060,1.791
143.454,0.461,1.716,-0.066,1.778
143.464,0.470,1.692,-0.067,1.757
143.474,0.457,1.676,-0.070,1.738
143.484,0.438,1.667,-0.064,1.725
143.494,0.438,1.665,-0.057,1.723
143.504,0.448,1.646,-0.044,1.707
143.513,0.431,1.632,-0.039,1.688
143.524,0.426,1.627,-0.039,1.682
143.534,0.433,1.617,-0.045,1.674
143.544,0.437,1.598,-0.044,1.657
143.554,0.438,1.582,-0.046,1.642
143.563,0.429,1.572,-0.053,1.631
143.574,0.425,1.559,-0.048,1.617
143.583,0.419,1.550,-0.045,1.607
143.593,0.425,1.536,-0.038,1.594
143.604,0.425,1.516,-0.036,1.575
143.614,0.404,1.501,-0.043,1.555
143.624,0.398,1.484,-0.037,1.537
143.634,0.394,1.476,-0.031,1.528
143.644,0.391,1.467,-0.026,1.519
143.654,0.387,1.451,-0.021,1.501
143.663,0.385,1.440,-0.028,1.491
143.674,0.389,1.432,-0.032,1.484
143.684,0.400,1.417,-0.028,1.472
143.693,0.394,1.397,-0.018,1.451
143.704,0.358,1.386,-0.014,1.432
143.713,0.343,1.380,-0.006,1.422
143.724,0.349,1.365,-0.014,1.409
143.734,0.365,1.346,-0.020,1.395
143.744,0.370,1.334,-0.032,1.384
143.754,0.373,1.324,-0.032,1.376
143.764,0.364,1.316,-0.018,1.365
143.774,0.351,1.309,-0.007,1.355
143.784,0.348,1.299,0.001,1.345
143.793,0.346,1.277,-0.001,1.323
143.804,0.334,1.258,-0.016,1.302
143.814,0.328,1.248,-0.022,1.291
143.824,0.329,1.232,-0.016,1.275
143.834,0.322,1.222,-0.019,1.263
143.843,0.323,1.212,-0.016,1.254
143.854,0.324,1.197,-0.010,1.241
143.864,0.320,1.183,-0.010,1.226
143.874,0.318,1.166,-0.006,1.209
143.884,0.306,1.151,-0.011,1.191
143.894,0.299,1.142,-0.012,1.181
143.904,0.302,1.129,-0.008,1.169
143.914,0.297,1.114,-0.010,1.153
143.924,0.279,1.105,-0.004,1.140
143.934,0.274,1.095,0.001,1.129
143.944,0.275,1.076,-0.001,1.111
143.954,0.277,1.070,-0.005,1.106
143.964,0.289,1.061,-0.006,1.100
143.974,0.292,1.044,-0.012,1.084
143.984,0.280,1.032,-0.013,1.069
143.994,0.271,1.022,-0.007,1.057
144.004,0.267,1.011,-0.000,1.045
144.014,0.257,1.003,0.002,1.035
144.024,0.249,1.002,0.002,1.032
144.034,0.258,0.980,-0.001,1.013
144.044,0.263,0.962,-0.004,0.997
144.054,0.260,0.949,-0.009,0.984
144.064,0.252,0.934,-0.003,0.968
144.074,0.245,0.924,0.001,0.956
144.084,0.240,0.914,0.004,0.945
144.094,0.233,0.910,0.005,0.939
144.104,0.232,0.899,0.002,0.928
144.114,0.229,0.883,0.003,0.912
144.124,0.220,0.879,-0.001,0.906
144.134,0.229,0.871,0.002,0.901
144.144,0.234,0.863,0.002,0.894
144.154,0.227,0.850,-0.002,0.880
144.164,0.222,0.831,-0.003,0.860
144.174,0.212,0.820,-0.001,0.847
144.184,0.212,0.813,0.003,0.840
144.194,0.212,0.800,0.002,0.828
144.204,0.206,0.795,0.003,0.822
144.214,0.213,0.795,0.009,0.823
144.224,0.210,0.786,0.008,0.814
144.234,0.202,0.779,-0.000,0.805
144.244,0.200,0.772,-0.011,0.798
144.254,0.199,0.759,-0.006,0.784
144.264,0.194,0.743,-0.001,0.768
144.274,0.193,0.736,0.005,0.761
144.284,0.201,0.732,0.005,0.759
144.294,0.198,0.727,-0.000,0.753
144.304,0.194,0.716,-0.002,0.742
144.314,0.188,0.702,-0.001,0.727
144.324,0.178,0.691,-0.003,0.714
144.334,0.168,0.682,-0.007,0.703
144.344,0.167,0.674,-0.004,0.695
144.354,0.176,0.667,-0.005,0.690
144.364,0.169,0.666,-0.007,0.688
144.374,0.175,0.665,-0.004,0.688
144.384,0.178,0.656,-0.003,0.680
144.394,0.167,0.650,-0.006,0.672
144.404,0.165,0.647,-0.003,0.668
144.414,0.169,0.643,-0.002,0.664
144.424,0.167,0.635,-0.003,0.657
144.434,0.166,0.628,-0.005,0.650
144.444,0.160,0.620,-0.004,0.640
144.454,0.153,0.608,-0.007,0.627
144.464,0.157,0.604,-0.004,0.624
144.474,0.151,0.606,-0.013,0.625
144.484,0.151,0.593,-0.019,0.612
144.494,0.147,0.587,-0.020,0.606
144.504,0.146,0.589,-0.014,0.607
144.514,0.149,0.579,-0.012,0.598
144.525,0.150,0.571,-0.013,0.591
144.534,0.147,0.568,-0.009,0.587
144.544,0.140,0.567,-0.006,0.584
144.554,0.134,0.563,-0.002,0.579
144.564,0.130,0.564,0.001,0.579
144.574,0.140,0.562,-0.011,0.580
144.584,0.149,0.555,-0.022,0.575
144.594,0.145,0.550,-0.025,0.570
144.604,0.146,0.547,-0.024,0.566
144.614,0.146,0.546,-0.020,0.565
144.624,0.144,0.538,-0.020,0.558
144.634,0.137,0.533,-0.018,0.551
144.644,0.130,0.533,-0.020,0.549
144.654,0.134,0.527,-0.012,0.544
144.664,0.130,0.527,-0.005,0.543
144.675,0.123,0.528,-0.020,0.542
144.684,0.129,0.524,-0.034,0.541
144.694,0.135,0.524,-0.025,0.541
144.705,0.142,0.521,-0.023,0.540
144.714,0.140,0.519,-0.032,0.538
144.724,0.129,0.515,-0.032,0.532
144.735,0.123,0.510,-0.025,0.525
144.744,0.114,0.509,-0.027,0.522
144.754,0.113,0.508,-0.024,0.521
144.764,0.120,0.510,-0.028,0.525
144.775,0.125,0.516,-0.035,0.532
144.784,0.134,0.521,-0.029,0.539
144.794,0.136,0.517,-0.027,0.535
144.804,0.130,0.511,-0.030,0.529
144.814,0.131,0.513,-0.027,0.530
144.824,0.131,0.514,-0.030,0.531
144.835,0.130,0.510,-0.032,0.528
144.844,0.129,0.515,-0.029,0.531
144.855,0.133,0.512,-0.032,0.530
144.864,0.128,0.511,-0.038,0.528
144.875,0.126,0.516,-0.039,0.532
144.885,0.133,0.515,-0.044,0.534
144.894,0.124,0.518,-0.042,0.534
144.905,0.125,0.524,-0.044,0.540
144.914,0.132,0.529,-0.042,0.547
144.925,0.134,0.533,-0.046,0.551
144.935,0.133,0.536,-0.040,0.554
144.944,0.134,0.540,-0.038,0.558
144.955,0.139,0.547,-0.041,0.566
144.964,0.142,0.556,-0.045,0.576
144.975,0.140,0.562,-0.051,0.582
144.985,0.143,0.574,-0.047,0.593
144.994,0.138,0.582,-0.046,0.600
145.005,0.133,0.584,-0.053,0.601
145.015,0.135,0.587,-0.057,0.605
145.025,0.135,0.597,-0.059,0.615
145.035,0.144,0.613,-0.057,0.632
145.044,0.155,0.628,-0.059,0.649
145.055,0.164,0.636,-0.056,0.659
145.064,0.168,0.639,-0.058,0.663
145.075,0.159,0.648,-0.063,0.670
145.085,0.156,0.659,-0.064,0.681
145.094,0.160,0.673,-0.065,0.694
145.105,0.164,0.689,-0.074,0.712
145.114,0.162,0.703,-0.076,0.725
145.125,0.166,0.718,-0.080,0.741
145.135,0.175,0.735,-0.083,0.760
145.144,0.185,0.755,-0.084,0.782
145.155,0.186,0.772,-0.080,0.798
145.165,0.187,0.784,-0.080,0.810
145.175,0.189,0.801,-0.076,0.827
145.184,0.190,0.815,-0.078,0.841
145.194,0.195,0.827,-0.087,0.854
145.205,0.206,0.870,-0.089,0.898
145.215,0.225,0.886,-0.099,0.920
145.225,0.227,0.899,-0.102,0.933
145.235,0.220,0.936,-0.113,0.968
145.244,0.226,0.953,-0.116,0.986
145.255,0.233,0.977,-0.112,1.010
145.265,0.248,1.010,-0.114,1.046
145.275,0.261,1.037,-0.115,1.076
145.285,0.267,1.058,-0.122,1.098
145.294,0.271,1.083,-0.125,1.123
145.305,0.273,1.107,-0.127,1.148
145.315,0.276,1.139,-0.125,1.179
145.325,0.281,1.181,-0.121,1.220
145.335,0.288,1.215,-0.122,1.255
145.344,0.300,1.241,-0.134,1.284
145.355,0.314,1.270,-0.143,1.316
145.365,0.326,1.293,-0.150,1.342
145.375,0.333,1.314,-0.160,1.365
145.385,0.346,1.341,-0.155,1.394
145.395,0.353,1.378,-0.154,1.431
145.405,0.350,1.416,-0.169,1.469
145.415,0.354,1.449,-0.164,1.500
145.425,0.359,1.487,-0.162,1.539
145.435,0.372,1.522,-0.168,1.576
145.445,0.391,1.550,-0.178,1.609
145.455,0.404,1.574,-0.195,1.637
